 站点名称,线路 ,lat,lng,town
 青平南路路口,江06支线 ,22.913454,113.040806,九江镇,工业大道北
 轻纺城路口,212、219、225、237、256、樵01、樵06、樵07、樵12、樵14、樵16 ,22.955934,112.977358,西樵镇,江浦西路
 轻工路口,236、251 ,23.035111,113.096425,张槎街道,佛山大道
 轻轨狮山站,205、241、南高26 ,23.126084,112.978197,狮山镇,兴业北路
 庆丰,202 ,23.161445,113.092075,狮山镇,X493(松岗大道)
 轻轨狮山北站,南高05 ,23.157813,112.965959,狮山镇,桃园西路
 庆贤站,里04 ,23.246612,113.156586,里水镇,文金横路
 庆云大道南,樵09、樵09支线 ,22.86913,112.880712,九江镇,X517(常安路)
 区边村,樵11 ,22.972943,112.898797,西樵镇,建新路
 庆云洞,樵09 ,22.859606,112.875144,九江镇,X517(常安路)
 群岗村委会,244、259 ,23.223753,113.087668,狮山镇,S361(里官路)
 群星村,樵13 ,22.998826,112.934531,西樵镇,工业大道
 人保信息中心,H12 ,23.052238,113.143125,桂城街道,灯湖东路
 人和村,南高11B ,23.134936,113.079051,狮山镇,颜峰大道
 人民公园,江04B ,22.888315,113.072783,龙江镇,人民南路
 平洲宾馆,232、桂04、桂07、桂08、桂09、桂14、桂15、桂19、桂24、桂26、桂30 ,23.032217,113.202957,桂城街道,永安中路
 平洲二中,桂08 ,23.036344,113.194739,桂城街道,大德路
 平洲工业园（胜利路),桂09 ,23.011684,113.224158,桂城街道,胜利南路
 平洲公园,232B、桂09、桂12 ,23.041461,113.203395,桂城街道,南港路
 平洲花木市场,桂06 ,23.047478,113.189783,桂城街道,
 平洲江滨公园,桂04、桂07、桂14、桂15、桂19、桂21、桂24、桂26、桂30 ,23.033505,113.206475,桂城街道,永安横街
 平洲立交,232、桂08、桂09、桂21 ,23.039772,113.208115,桂城街道,永安北路
 平洲工业园(胜利路),桂09 ,23.011684,113.224158,桂城街道,胜利南路
 平洲美食广场,桂11、微循环1 ,23.043697,113.202508,桂城街道,南港大街
 平洲三中,桂06 ,23.04303,113.172944,桂城街道,Y005(夏平东路)
 平洲污水处理厂路口,桂14、桂19 ,23.047238,113.194741,桂城街道,新胜路
 平洲五斗桥南,桂09 ,23.01042,113.203843,陈村镇,魁奇路
 平洲一中,桂09、桂10 ,23.02131,113.197436,桂城街道,永安南路
 平洲玉器街,232、桂04、桂07、桂09、桂14、桂15、桂24、桂26 ,23.029495,113.198646,桂城街道,永安中路
 平洲中队,232B、桂09、桂11、桂12、桂14、桂30 ,23.03808,113.187932,桂城街道,南港路
 鄱阳,G6 ,22.9939,113.141326,石湾镇街道,X518(魁奇三路)
 鄱阳路(敬修堂),281、210A、沥06、沥08、沥18、沥19 ,23.119057,113.184869,大沥镇,鄱阳路
 鄱阳路（敬修堂）,281、210A、沥06、沥08、沥18、沥19 ,23.119057,113.184869,大沥镇,鄱阳路
 鄱阳西,831 ,23.002291,113.138939,桂城街道,绿景三路
 蒲北村,259、里02 ,23.205628,113.101767,里水镇,西线路
 蒲南村,259、里02 ,23.203416,113.106125,里水镇,西线路
 普君北路地铁站,206、桂26、桂28 ,23.030193,113.117294,祖庙街道,兆祥路
 普君新城,桂28 ,23.028133,113.11834,祖庙街道,普君西路
 七甫村路口,里15 ,23.235944,113.090801,狮山镇,X493(永安大道)
 七甫村委,南高07 ,23.235824,113.079817,狮山镇,七甫大街
 七星路口,樵16 ,22.703899,113.159221,均安镇,东堤路
 奇槎东村,沥14 ,23.08507,113.125943,大沥镇,奇槎路
 岐东市场,沥18、沥19 ,23.118585,113.189938,大沥镇,林园路
 岐洲路口,沥18 ,23.124098,113.167501,大沥镇,横沙路
 岐阳,248 ,23.1411,113.108733,狮山镇,山南大道
 奇槎村委,沥04 ,23.080378,113.123616,大沥镇,占村村西街
 奇槎社区,沥14 ,23.086294,113.131407,大沥镇,奇槎路
 奇槎路口,206、208、222、223、250、桂17、桂18、沥14、南高02支线、南海-三水、沥14 ,23.08617,113.13547,大沥镇,S267(桂和路)
 奇槎市场,沥04、沥14 ,23.08567,113.127722,大沥镇,奇槎路
 奇槎隧道口,沥14 ,23.086952,113.125476,大沥镇,金贸大道
 奇槎占村东街,沥04 ,23.080378,113.123616,大沥镇,占村村西街
 奇美,南高03、南高05 ,23.207307,112.981547,狮山镇,兴业北路
 奇美生活区,280、南高03、南高08、南高09、南高10 ,23.206049,112.979745,狮山镇,前进西路
 奇石,205、225 ,23.063839,112.97916,狮山镇,X515(小塘工业大道)
 奇石小学,205、225 ,23.061864,112.979471,狮山镇,X515(小塘工业大道)
 奇腾路,236、255A ,22.835069,113.017794,九江镇,奇腾路
 歧东市场,丹04 ,23.118585,113.189938,大沥镇,林园路
 祈福南湾半岛,丹04 ,23.051637,112.892784,丹灶镇,S269(桂丹西路)
 罗家村口（豫章村牌坊）,樵04 ,22.960368,112.944018,西樵镇,樵乐路
 罗穆工业区,261A ,23.111952,113.012776,狮山镇,Y281(罗穆路)
 罗穆路口,261A ,23.093163,113.019882,狮山镇,兴业东路
 罗南村南站,南高33 ,23.042653,113.105528,祖庙街道,高基街
 洛浦大道东,江04、江04B、江05、江06 ,22.841973,113.00589,九江镇,洛浦东路
 罗下东路,丹04 ,23.102864,113.016838,狮山镇,科技大道
 洛浦市场,江02、江03、江04、江04B、江05、江06、江06支线 ,22.838964,113.000567,九江镇,洛浦路
 洛浦园,236、255A、江04、江04B、江05支线 ,22.847043,113.005641,九江镇,大正路
 洛阳楼,江02、江03、江04、江04B、江05、江06、江06支线 ,22.836792,112.996652,九江镇,洛浦大道
 旅游大厦,236、251 ,23.031691,113.096589,祖庙街道,圣堂后街
 绿景路口,236、桂28 ,23.004021,113.096798,石湾镇街道,佛山大道中
 绿景二路,259 ,23.004371,113.119206,石湾镇街道,岭南大道北路
 麻奢市场,244 ,23.21588,113.115661,里水镇,S361(里水大道北)
 麻洪市场,桂10 ,23.013453,113.175486,桂城街道,
 麻奢医院、麻奢市场,里10 ,23.040593,113.122732,祖庙街道,安怀内街
 马陈村,丹10 ,23.11026,112.937443,丹灶镇,
 马陈村路口,233、丹03 ,23.10538,112.929196,丹灶镇,S113(樵金北路)
 马滘村,樵09支线 ,22.958437,113.059284,乐从镇,S363(吉利大道东)
 马洞村（博爱路）,227A ,23.115796,113.045836,狮山镇,
 马口岗村,樵09支线 ,22.860877,112.899933,九江镇,Y242(西岸大道)
 马村书社站,南高25 ,23.242715,113.098552,里水镇,S267(桂和路)
 马村,208、252、259、里08、里15 ,23.242022,113.1008,里水镇,S267(桂和路)
 马沙村路口（樵金北路）,丹10 ,23.111415,112.924939,丹灶镇,S113(樵金北路)
 马沙村路口,233、丹03、丹10 ,23.111415,112.924939,丹灶镇,S113(樵金北路)
 麦岸路,831 ,22.956894,113.219963,陈村镇,麦岸路
 码头,樵10、樵12、樵13 ,22.943567,112.974337,西樵镇,江浦西路
 麦村,樵06 ,22.776619,113.131918,杏坛镇,良均中路
 麦家坊,丹02、丹11 ,23.073221,112.953166,丹灶镇,X512(中心公路)
 梅北路口,江01、江01支线、江05、江05支线、江06支线 ,22.868435,112.998099,九江镇,上北大道
 玫瑰园,278、280、南高09 ,23.004773,113.117539,石湾镇街道,岭南大道北路
 梅冲村,里09 ,23.209484,113.167173,里水镇,工业大道
 梅东桥,江01、江01支线、江05、江05支线、江06、江06支线 ,22.858357,113.000845,九江镇,Y157(樵江路)
 梅圳小学,江06 ,22.867399,113.000963,九江镇,北洛路
 梅庄村路口,丹01 ,23.088432,112.89057,丹灶镇,石涌道路
 梅庄村,丹12 ,23.086271,112.869703,丹灶镇,康庄路
 梅庄古道牌坊,丹12 ,23.085943,112.876379,丹灶镇,金胜路
 梅庄市场,丹12 ,23.087648,112.887683,丹灶镇,康庄路
 美的海岸花园,南海-顺德 ,22.906509,113.20972,北滘镇,G105(京珠线)
 美景大桥北,222、里05 ,23.259683,113.1254,里水镇,金贤路
 美豪邨,桂15 ,23.027065,113.1379,桂城街道,南海大道
 美术陶瓷厂,226 ,23.000024,113.080039,石湾镇街道,东风路
 泌冲村委,230 ,23.144581,113.182322,大沥镇,大沙路
 泌冲社区,276、210A、沥08 ,23.144564,113.182378,大沥镇,大沙路
 泌冲小学,沥08 ,23.141711,113.183193,大沥镇,伯奇路
 泌二新村,沥08 ,23.135417,113.182749,大沥镇,伯奇南路
 民丰路口,丹08支线、丹09、丹16 ,23.04064,112.914604,丹灶镇,商业大道
 民丰路口（丹灶市场）,丹04、丹05、樵10 ,23.04064,112.914604,丹灶镇,商业大道
 民乐北塱,樵08 ,22.968525,112.939476,西樵镇,
 民乐路口,樵10 ,22.952259,112.967832,西樵镇,樵乐路
 民乐桥脚,樵08、樵10 ,22.961436,112.952402,西樵镇,S269(樵乐路)
 民乐八甲村,樵02 ,22.991987,112.936653,西樵镇,工业大道
 民企,南高02支线 ,23.176346,113.097124,狮山镇,碧湖东路
 民乐祖仁村,樵02 ,22.954812,112.941916,西樵镇,民乐祖仁大道
 民强大桥,樵02、樵17 ,22.9517,112.966376,西樵镇,S269(西樵大道)
 民强大桥东,樵17 ,22.951911,112.974403,西樵镇,樵华路
 民乐市场,樵04、樵08、樵10、樵11 ,22.963388,112.947845,西樵镇,三厂大道
 敏草坑,南高34 ,23.083295,113.056421,狮山镇,
 名汇城市花园,沥01 ,23.108149,113.107737,大沥镇,城南一路
 名雅花园,244、281、桂18、沥12 ,23.13512,113.170178,大沥镇,S361(村公路)
 名苑,桂05 ,23.05302,113.129913,桂城街道,南一路
 明达路口,236、255A、江03、江05支线 ,22.841322,113.008789,九江镇,大正路
 明德路,桂19、桂30 ,23.038466,113.195564,桂城街道,十字街
 明珠体育馆西门,桂27、桂30 ,23.016848,113.1177,祖庙街道,岭南大道
 明富昌体院馆（西南公园）,南海-三水 ,23.169602,112.886737,西南街道,广海大道
 摩托车市场,206 ,23.119255,113.105474,大沥镇,风雅新区四路
 穆院村,211、263、南高11、南海-三水、快01、南高01、南高02、南高26 ,23.128648,113.01461,狮山镇,S263(广云路)
 穆院站,快01、南高01、南高02、南高26 ,23.128657,113.015044,狮山镇,S263(广云路)
 南安检测站,桂13 ,23.069695,113.116115,桂城街道,海八西路辅路
 南岸社区卫生服务站,233 ,23.137962,112.8813,西南街道,新三路
 南岸市场,233 ,23.13867,112.879887,西南街道,X496
 南边村口,里03 ,23.300375,113.128154,里水镇,一环北延线
 南村,桂08 ,23.028077,113.221003,桂城街道,南村南北大道
 南电路口,樵12 ,22.925385,112.931734,西樵镇,S363
 南村市场,樵05、樵06 ,22.880747,112.923391,西樵镇,S363
 南队站,里15 ,23.24657,113.09407,里水镇,瑶头姓林村大街
 南方百合医械,南高23 ,23.151577,113.018712,狮山镇,桃园西路
 南方医科大学南海医院,里07短线、里13、里16 ,23.207182,113.147278,里水镇,S361(里水大道北)
 南方红旗二村,江02 ,22.818457,113.013935,九江镇,X526(教育路)
 南方居委会,江05支线 ,22.886946,113.143556,勒流街道,萧地大马路
 南丰村,丹01 ,23.074927,112.892284,丹灶镇,蟠溪路
 南方厂,樵07 ,22.949968,112.907742,西樵镇,新纺路
 南风古灶,桂26 ,23.006781,113.072494,石湾镇街道,高庙路
 南福村,微循环2 ,22.993657,113.238457,桂城街道,西坊大街
 南丰市场,丹04 ,23.054395,112.962362,丹灶镇,明沙中路
 南桂桥,205、206、208、209、280、232B、桂05、桂06、桂15、桂26、桂27、桂28、南海-高明 ,23.034108,113.129306,祖庙街道,南桂西路
 南国桃园北门,南高16 ,23.192928,113.102205,狮山镇,Y399(影城大道)
 南国桃园北门(影视城),281 ,23.192928,113.102205,狮山镇,Y399(影城大道)
 南国桃园东门,南高02支线 ,23.172591,113.111939,狮山镇,S267(桂和路)
 南国小商品城,250、沥06、沥10、沥15 ,23.104354,113.14665,大沥镇,广佛新干线
 南海本田厂,南高08、南高09、南高10 ,23.194392,112.991751,狮山镇,本田路
 南海本田厂（松木塱）,南高05 ,23.194392,112.991751,狮山镇,本田路
 南海碧桂园,208、222、223、沥02、南高02支线 ,23.142179,113.127246,大沥镇,S267(桂和路)
 南海本田厂南门（原泮边村）,280 ,23.189596,112.996557,狮山镇,本田路
 南海车站(家天下广场),南海-三水、205、209、211、212、232、桂04、桂07、桂09、桂12、桂13、桂17、桂24、快03、快08、南海-高明、南海-顺德 ,23.040547,113.14682,桂城街道,佛平二路
 南海本田厂西门（原南海本田厂）,280 ,23.201966,113.000993,狮山镇,一号路
 南海博物馆（西樵山南门）,249 ,23.182073,112.867397,云东海街道,森林大道
 南海大道海四路口,G8、206、208、222、276、210A、286A、桂01、桂07、桂11、桂17、桂18、桂22、南海-三水 ,23.054031,113.134334,桂城街道,南海大道北
 南海大道深华路口,831 ,22.998588,113.138949,石湾镇街道,深华路
 南海第二人民医院,桂04、桂08、桂10、桂11、微循环1 ,23.042473,113.184756,桂城街道,夏东路
 南海第二水厂,南高05、南高13 ,23.111692,112.958072,狮山镇,X514(三环西路)
 南海法院,G8、桂07、桂11 ,23.057981,113.135492,桂城街道,南六路
 南海发电厂,里13、樵09 ,23.05133,113.086993,祖庙街道,X508(佛罗路)
 南海第四人民医院,樵14 ,22.963004,112.973162,西樵镇,S113(樵金中路)
 南海福利中心,南高33 ,23.068443,113.054838,狮山镇,北湖三路
 南海工业园,丹03 ,23.089459,112.888559,丹灶镇,金石大道
 南海公安局,212、222、210A、232B、286A、H11、H12、桂02、桂03、桂06、桂17、桂26、桂27、桂31、南海-三水、南海-顺德、226、280、261A ,23.034802,113.138365,桂城街道,南桂东路
 南海观音寺路口,223 ,23.172266,113.112007,狮山镇,鸿基大道
 南海广场,206、208、222、232、276、210A、261A、286A、831、G8、H11、H12、桂01、桂02、桂03、桂05、桂07、桂11、桂13、桂17、桂18、桂22、南海-三水 ,23.046264,113.134534,桂城街道,南海大道北
 南海规划分局,桂01 ,23.028444,113.14042,桂城街道,南新二路
 南海湖景湾,261A ,23.123051,113.000447,狮山镇,博爱中路
 南海机动车考场路口,261A ,23.099557,113.028051,狮山镇,科技大道
 南海行政服务中心,桂04、桂30 ,23.030421,113.141104,桂城街道,南新三路
 南海驾培中心,南高17 ,23.107665,113.030662,狮山镇,Y115(招大路)
 南海交警大队,G8、桂07、桂11、桂14、桂16 ,23.057965,113.138107,桂城街道,海五路
 南海棉二厂,桂02 ,23.06441,113.121864,桂城街道,村头村
 南海区政府,831、快01、226、G8、桂01、桂04、桂05、桂15、桂22、桂30 ,23.032078,113.137051,桂城街道,南海大道
 南海燃气狮山分公司,南高17 ,23.107504,112.988914,狮山镇,兴业西路
 南海明珠(银坑村),樵09 ,23.164154,112.862325,西南街道,X527(西河路)
 南海人民检察院,桂01 ,23.028405,113.138413,桂城街道,南新二路
 南海实验小学(保利水城西街),桂01 ,23.06553,113.138361,桂城街道,海七路
 南海税务信息中心,南高16 ,23.195229,113.100402,狮山镇,桃红路
 南海实验中学附属小学,桂08 ,23.03533,113.191735,桂城街道,大德路
 南海丝厂,樵01、樵02、樵03、樵05、樵06、樵09、樵10、樵12、樵13 ,22.943637,112.978824,西樵镇,江浦西路
 南海卫校,丹08 ,22.980793,112.913386,西樵镇,S269(大岗东路)
 南海万科广场（南桂路地铁站）,222、280、210A、261A、286A、H11、桂17、桂30、桂31 ,23.037802,113.135578,桂城街道,南海大道南
 南海外国语学校(三山校区),桂09、快03 ,23.009173,113.226794,桂城街道,魁奇路
 南海文化公园,桂01 ,23.026775,113.141093,桂城街道,南兴四路
 南海体育馆,232、桂03、沥09 ,23.050697,113.135469,桂城街道,南海大道
 南海一中西门,桂04、桂11、微循环1 ,23.052032,113.181219,桂城街道,一横路
 南海医院,211、212、276、255B、桂05、桂18、桂24、桂30、桂31 ,23.0381,113.123692,祖庙街道,佛平路
 南海信息技术学校（中恒海晖城）,209、212、248、250、256、快08、南高01、286A ,23.085612,112.996858,狮山镇,S113(桂丹路)
 南海影剧院,279、桂15 ,23.029421,113.142766,桂城街道,天佑六路
 南海影视城,281、南高16 ,23.192638,113.104173,狮山镇,Y399(影城大道)
 南海邮电局,831、205、206、208、209、212、255B、G8、H11、桂01、桂04、桂22、桂28、桂30、快01、南海-三水 ,23.035684,113.135958,桂城街道,南海大道南
 南海政府,831、快01、226、G8、桂01、桂04、桂05、桂15、桂22、桂30 ,23.031523,113.136874,桂城街道,南海大道
 南海中学侧门,樵14、樵16、237、227A、江06、江07 ,22.944336,112.995818,西樵镇,S269(环山大道)
 南滘路口,沥18 ,23.131541,113.196073,大沥镇,沙溪大道
 南湖一路,277、桂31、南高14、南高33 ,23.062377,113.046072,狮山镇,南湖一路
 南井村口,沥05、沥10 ,23.089074,113.179679,大沥镇,康乐东街
 南九复线路口,江02 ,22.872105,112.956361,九江镇,S362(龙高路)
 南联村口,沥03、沥09 ,23.096982,113.109051,大沥镇,广佛新干线
 南畔华光小学,江07 ,22.895721,113.029544,九江镇,建业二路
 南浦村,桂27、桂30 ,23.020441,113.117659,祖庙街道,岭南大道
 南浦路口,南高06B ,23.238892,113.053291,狮山镇,南象路
 南浦村委,南高06B ,23.244155,113.051702,狮山镇,南象路
 南沙村,樵05、樵06 ,22.886053,112.924416,西樵镇,S363
 南沙村委会,丹01、丹02 ,23.125179,112.908669,丹灶镇,中心公路
 南沙市场,丹01、丹02 ,23.131942,112.903278,丹灶镇,中心公路
 南社村,211、南高11、南高22 ,23.167456,112.962744,狮山镇,X512(三环西路)
 南沙总站,丹01、丹02 ,23.133602,112.901907,丹灶镇,中心公路
 南水路,208、里08、里15、里7B ,23.260472,113.097533,里水镇,南水路
 南水路口,238、里15 ,23.259173,113.09155,里水镇,南水路
 南水路中,里15 ,23.260215,113.092824,里水镇,南水路
 南师附小,桂15 ,23.026461,113.140549,桂城街道,南新一路
 南湾大道口,238、沥04 ,23.125339,113.117424,大沥镇,香基路
 南下村委会路口,233 ,23.122714,112.88839,西南街道,新三路
 南下工业园路口,233 ,23.128387,112.884843,西南街道,新三路
 南星,205、219 ,23.049836,113.02269,狮山镇,Y109(罗务路)
 南星村,277 ,23.049836,113.02269,狮山镇,Y109(罗务路)
 南油,263、286A、南高01、南高17、南高19、南高21、南高22、南高26 ,23.113991,112.98993,狮山镇,X514(红星南路)
 南隅,里11 ,23.212344,113.148742,里水镇,得胜通道
 南乡村(南海卫校),樵10 ,22.980793,112.913386,西樵镇,S269(大岗东路)
 松木塱路口,南高05、南高08 ,23.190245,112.992952,狮山镇,虹岭路
 松南路口,276 ,23.153372,113.218188,松洲街道,增槎路
 松厦社区,南高07 ,23.186929,113.071486,狮山镇,松夏大道
 松塘村,樵10 ,22.98779,112.910475,西樵镇,S269(大岗东路)
 松塘村总站,樵08 ,22.988451,112.909198,西樵镇,S269(大岗东路)
 松南街口,276、276 ,23.156632,113.218165,松洲街道,增槎路
 松夏工业大道西,南高09 ,23.177025,113.067186,狮山镇,工业大道
 松夏大道东,206、南高07、南高20 ,23.190438,113.075782,狮山镇,永安大道
 崧岗,沥18 ,23.124632,113.166156,大沥镇,横沙路
 苏滘村,227A ,22.961043,113.041383,南庄镇,Y005
 苏溪村口,江04 ,23.030383,113.118028,祖庙街道,市东下路
 穗盐桂澜路口,276、210A、沥05、沥14 ,23.082719,113.144332,大沥镇,穗盐西路
 松夏市场,278、280、南高07 ,23.177854,113.070402,狮山镇,宏图路
 穗盐路,244、278、281 ,23.097279,113.195257,大沥镇,穗盐东路辅路
 太港城,232B、桂07、桂09、桂15、桂26 ,23.03056,113.18633,桂城街道,蓬涌大道
 太行,里16、里01、里02、里07、里07短线、里09、里09B、里10、里10B、里7B ,23.19575,113.164871,里水镇,里广路
 太和庄,江03、江04B ,22.855172,113.020063,龙江镇,X526(九江大道)
 太平村,211、219、236、248、251、259、280 ,23.107775,113.102949,大沥镇,佛山大道
 太平村口,沥16 ,22.935172,112.908156,西樵镇,百太路
 太平旧车站,樵12、樵04 ,22.934495,112.900002,西樵镇,锦绣路
 太平大道东,沥02、沥16 ,23.107728,113.099594,大沥镇,太平大道
 太平路口,232、桂08、桂09、桂21 ,22.926461,112.933509,西樵镇,S113(樵高公路)
 太平村委会,樵06、樵12 ,22.931896,112.909117,西樵镇,太平路
 太平南工业园,沥07、沥16 ,23.100206,113.089817,大沥镇,广佛新干线
 太平牌坊,沥02、沥16 ,23.107813,113.101656,大沥镇,太平大道
 太平平沙渡口,樵06 ,22.92491,112.907922,西樵镇,易发路
 太平市场,樵04 ,23.106239,113.095617,大沥镇,草塘村北街
 太平社区,沥02、沥16 ,23.106996,113.095594,大沥镇,太平大道
 太平圩,樵12 ,22.70691,113.106122,均安镇,菱溪大道
 太平西村,沥02 ,23.106019,113.084478,大沥镇,西村北队北街
 太平西村北,沥02 ,23.105814,113.088542,大沥镇,太平大道
 太平小学,沥16 ,23.10591,113.093717,大沥镇,太平大道
 太平小学大道,樵12 ,22.938055,112.907628,西樵镇,朝阳路
 太平新村,樵04 ,22.930786,112.90479,西樵镇,太平路
 太平幼儿园,樵06 ,22.934288,112.908508,西樵镇,百太路
 泰丰坊,桂20 ,23.053428,113.164969,桂城街道,夏北大道
 泰狮路口,南高04 ,23.164582,112.984366,狮山镇,北园中路
 谭边村,沥02 ,23.107778,113.068267,狮山镇,谭边大道
 谭边村口,沥02 ,23.107416,113.064015,狮山镇,谭边大道
 谭边村口（虹岭路）,南高25 ,23.107416,113.064015,狮山镇,谭边大道
 谭边第一工业区,沥02 ,23.105309,113.073288,大沥镇,太平大道
 谭边牌坊,南高25 ,23.107536,113.072387,大沥镇,贤谭路
 谭边社区,沥02、沥16 ,23.107663,113.071094,狮山镇,谭边大道
 人民路,江03、江05支线 ,23.034096,113.109306,祖庙街道,人民路
 人民桥,江05支线、江01、江01支线、江03 ,23.046402,113.116378,祖庙街道,文沙路
 人民西(市妇幼保健院),259 ,23.035355,113.103025,祖庙街道,汾江中路
 稔岗村,樵04、樵06 ,22.940709,112.907928,西樵镇,百太路
 日田,278、280、南高09 ,23.172824,113.069246,狮山镇,创业路
 日本中小企业工业园,丹12 ,23.074707,112.897876,丹灶镇,X512(丹横路)
 日发市场,206、230、236、251、263、278、桂17、沥01、沥07、沥15、沥19 ,23.110022,113.124473,大沥镇,广佛路
 容桂客运站,三水-容桂、顺德容桂-三水 ,22.751449,113.276133,容桂街道,文海中路
 荣军医院,樵01、樵02、樵03、樵05、樵06、樵09 ,22.942619,112.974066,西樵镇,江浦西路
 容奇大桥南,三水-容桂、顺德容桂-三水 ,22.778492,113.281806,容桂街道,G105(顺德大道南)
 溶洲路口,226、251 ,22.986608,113.058763,南庄镇,X518(南庄大道东)
 如意路北,南高34 ,23.061875,113.021441,狮山镇,如意路
 融通路中（滨江1号）,G6 ,23.072362,113.155766,大沥镇,中央大街
 如意路南,南高34 ,23.059477,113.018023,狮山镇,如意路
 儒林二小,江03 ,22.854822,112.934006,九江镇,新堤西路
 儒林工业区,樵07、樵08 ,22.971185,112.935055,西樵镇,东西三线
 儒林广场,江03 ,22.833145,112.989669,九江镇,江滨路
 儒林一小,江01、江01支线、江06支线 ,22.84257,113.002312,九江镇,儒林西路
 儒溪,樵03、樵05、樵16 ,22.917221,112.955984,西樵镇,X510(环山大道)
 儒林中学,江02、江03 ,22.838948,112.978681,九江镇,新堤西路
 润丰综合市场,南高19 ,23.074961,112.987918,狮山镇,
 软件信息园路口,211、263、275、南高01、南高02、南高11、南高26、南海-三水 ,23.13123,113.02127,狮山镇,信息大道南
 儒溪村委会,樵05 ,22.906871,112.951678,西樵镇,
 萨克米机械,南高04、南高05、南高10 ,23.164264,112.981085,狮山镇,兴业北路
 三才围,江06支线 ,22.880834,113.00466,九江镇,三才围路
 三甲村,丹02、丹11 ,23.086086,112.940701,丹灶镇,X512(中心公路)
 三坊站,江04B ,22.854586,113.050925,龙江镇,三坊路
 三甲开发区,丹02、丹11 ,23.083212,112.942968,丹灶镇,X512(中心公路)
 三乐路北滘站,三水-容桂、顺德容桂-三水 ,22.918002,113.258579,北滘镇,工业北路
 三乐路乐从站,桂28 ,22.960241,113.080127,乐从镇,新马路
 三山港中心小学,桂08、桂12、桂21 ,23.039169,113.221529,桂城街道,三山大道
 三门,樵06 ,22.917844,112.916407,西樵镇,三门风彩大道
 三山郊野公园,桂21 ,23.03516,113.21815,桂城街道,涌源南路
 三山科创中心,桂12 ,23.023527,113.241964,桂城街道,G号路
 三山立交,快03 ,23.009475,113.216876,桂城街道,魁奇路
 三山南桥西,桂21 ,23.024025,113.218871,桂城街道,环岛西路
 三山小学,桂08 ,23.034684,113.238021,桂城街道,港口路辅路
 三水健力宝中学,南高12、南高12B ,23.152851,112.90022,西南街道,沙头大道
 三水南站,233 ,23.118365,112.862295,西南街道,洲边商业街
 三水汽车客运站,南海-三水、三水-容桂、顺德容桂-三水、233 ,23.181713,112.874958,西南街道,X495(贤兴路)
 三水商业城,南海-三水 ,23.165317,112.89529,西南街道,广海大道
 三乡工业区,樵05 ,22.897253,112.930359,西樵镇,
 三眼桥,244、278、281、沥14 ,23.102177,113.180503,大沥镇,穗盐东路
 三洲工业区,桂14 ,23.055112,113.191068,桂城街道,新胜路
 沙边大道中,丹03、丹06、丹07 ,23.111242,112.916392,丹灶镇,X512(联沙大道)
 叁圣庙,桂03 ,23.00444,113.151951,桂城街道,直涌路
 三乡市场,樵05、樵09 ,22.896338,112.927115,西樵镇,S113(樵高公路)
 沙边路口,丹02、丹11 ,23.109121,112.922468,丹灶镇,X512(中心公路)
 沙边牌坊,233、丹01、丹03、丹06、丹07 ,23.108774,112.911851,丹灶镇,X512(横江大道)
 沙边市场总站,丹06、丹07 ,23.111851,112.92025,丹灶镇,X512(中心公路)
 沙边市场,233、丹01、丹02、丹03、丹06、丹07、丹10、丹11 ,23.112491,112.918584,丹灶镇,X512(联沙大道)
 沙堤路口,212、248、250、277、286A、G1 ,23.0617,113.068379,狮山镇,S113(桂丹路)
 沙墩冼村,丹03 ,23.113866,112.923003,丹灶镇,S113(樵金北路)
 沙凤,276、里07、里7B ,23.153609,113.197911,金沙街道,沙贝大街
 沙墩冼村路口,233、丹10 ,23.113866,112.923003,丹灶镇,S113(樵金北路)
 沙凤三路,276 ,23.151596,113.190727,金沙街道,沙凤一路
 沙凤钟村,276 ,23.148762,113.185074,金沙街道,钟村内街
 沙富村委,江04B ,22.864174,113.065598,龙江镇,丰华南路
 沙滘,236 ,22.944428,113.074088,乐从镇,新塘路
 沙海村,沥18 ,23.126834,113.160026,大沥镇,沙海大街
 沙基市场,樵08、樵10 ,22.985304,112.912634,西樵镇,S269(大岗东路)
 沙滘村,209、241、248、250、丹04 ,23.061613,112.939495,丹灶镇,S269(桂丹大道)
 沙滘路口,255A ,22.944164,113.086021,乐从镇,广湛公路
 沙咀工业区,江05 ,22.871933,112.987504,九江镇,龙高路辅路
 沙咀村,江05支线 ,22.867005,112.98588,九江镇,园区三街
 沙咀工业园南二路,江05支线 ,22.870729,112.989401,九江镇,园南二路
 沙咀四村,江05 ,22.871978,112.984504,九江镇,龙高路辅路
 沙咀工业园区三街,江05支线 ,22.866956,112.988564,九江镇,园南二路
 沙咀细闸,江05 ,22.872532,112.981631,九江镇,S362(龙高路)
 沙咀乡道口,江01、江01支线、江05、江05支线、江06支线 ,22.861763,112.997361,九江镇,上北大道
 沙坑,桂31 ,23.066296,113.063777,狮山镇,沙堤路
 沙口社区,江01、江02 ,22.817187,113.030604,九江镇,东福路
 沙口社区卫生服务站,江01、江02 ,22.817374,113.032633,九江镇,文昌路
 沙面新城,230、276、210A、沥07、沥08、沥18 ,23.131001,113.185936,大沥镇,金沙路十街
 沙龙路村尾,237、江04 ,22.887407,113.042198,龙江镇,仙塘路
 沙龙路路村尾,237 ,22.887407,113.042198,龙江镇,仙塘路
 沙泥村,沥03、沥09 ,23.094647,113.109043,大沥镇,良濠路
