 名称,地址,服务时间,类型,联系电话等,许可证号,许可证有效期 ,lat,lng,town
 佛山市南海区西樵康兴凉茶店,佛山市南海区西樵官山圩文明路吉水楼19号, ,饮品店, ,0682C36623,2015-10-11 00:00:00.0 ,22.943266,112.975974,西樵镇,江浦西路
 佛山市饮饮食食饮食有限公司,佛山市南海区桂城街道东平路20号金百福都市广场A栋首层01-02号商铺, ,中型餐馆, ,粤餐证字2013440605002105,2016-05-22 00:00:00.0 ,23.027507,113.164789,桂城街道,平海路
 佛山市南海区地方税务局里水税务分局,佛山市南海区里水镇邓岗路, ,食堂, ,粤餐证字2014440605800020,2017-08-18 00:00:00.0 ,23.1908,113.155437,里水镇,新兴路
 佛山市南海区丽宇小食店,佛山市南海区桂城街道平南梅西大道南侧综合楼商铺, ,小吃店, ,粤餐证字2012440605000321,2015-06-03 00:00:00.0 ,23.039034,113.193397,桂城街道,培正路
 佛山市南海豆香醇甜品店,佛山市南海区大沥镇黄岐海北建设大道南自编2至6号2层卜蜂莲花生活馆内2A-08号商铺, ,饮品店, ,粤餐证字2013440605001562,2016-01-10 00:00:00.0 ,23.143456,113.196668,大沥镇,建设大道
 佛山市南海区鸿茂森甜品店,佛山市南海区桂城街道平洲平东江表下街村, ,小型餐馆, ,粤餐证字2014440605004504,2017-07-22 00:00:00.0 ,23.039385,113.205114,桂城街道,江右大街
 佛山市南海区香缇粤味饭店,佛山市南海区罗村街道罗村大道兴塱广场商铺二(12、13、14)号商铺, ,中型餐馆, ,粤餐证字2013440605001685,2016-02-04 00:00:00.0 ,23.052962,113.034921,狮山镇,罗村大道
 佛山市南海区丹灶镇梁作南小食店,佛山市南海区丹灶镇银河村苏村开发区徐少华物业东座第5号铺位, ,快餐店, ,0682C21057,2014-09-09 00:00:00.0 ,23.022295,112.902235,丹灶镇,万胜里
 佛山市南海区大沥棠皇甜品店,佛山市南海区大沥镇凤池凤西富强四路22号一楼, ,饮品店（甜品站）, ,粤餐证字2013440605001639,2016-01-23 00:00:00.0 ,23.114298,113.108436,大沥镇,富强四路
 佛山市南海区桂城小官小食店,佛山市南海区桂城街道桂城海六路54区电厂宿舍提供居委会C座东首层, ,小吃店, ,0682C35760,2014-12-31 00:00:00.0 ,22.800563,113.16514,杏坛镇,工业二路
 佛山市南海里水兴宴餐馆,佛山市南海区里水镇得胜里和路58号, ,小型餐馆, ,粤餐证字2012440605000973,2015-09-23 00:00:00.0 ,23.228275,113.140529,里水镇,里和路
 佛山市南海区旺盛饺子馆,佛山市南海区狮山镇小塘站前路新食街ABC座16号, ,小型餐馆, ,粤餐证字2012440605001120,2015-10-18 00:00:00.0 ,23.106169,112.967859,狮山镇,三环西路辅路
 佛山市南海区丹灶镇张世强甜品店,佛山市南海区丹灶镇银河苏村工业区银海路1号铺, ,饮品店（甜品站）, ,0682C34735,2014-09-15 00:00:00.0 ,23.032424,112.903439,丹灶镇,银丰路
 佛山市南海区顺盈甜品店,佛山市南海区大沥镇黄岐泌冲村三乡路南地段海北广场一楼A区02号商铺, ,饮品店（甜品站）, ,粤餐证字2012440605000720,2015-08-15 00:00:00.0 ,23.135118,113.184148,大沥镇,三乡路
 佛山市南海区罗村能锋米粉店,佛山市南海区罗村乐安乐城二路南8号, ,小吃店, ,粤餐证字2012440605000280,2015-05-24 00:00:00.0 ,23.062695,113.096627,狮山镇,乐城二路
 佛山市南海狮山林魁小吃店,佛山市南海区狮山镇穆院村“牛巷口”狮山美食城综合楼四首层西北面6号铺, ,小吃店, ,粤餐证字2013440605002074,2016-05-16 00:00:00.0 ,23.125441,113.006309,狮山镇,政协路
 佛山市南海欣威皮革制品有限公司,佛山市南海区里水镇邓岗南隅开发区长屯路一号, ,食堂, ,粤餐证字2013440605002277,2016-06-19 00:00:00.0 ,23.191913,113.149701,里水镇,麦边路
 佛山市南海区西樵御意轩餐厅,佛山市南海区西樵镇樵高路33号6-8号铺, ,中型餐馆, ,0682C36221,2015-05-25 00:00:00.0 ,22.953513,112.979845,西樵镇,樵高路
 佛山市南海区里水得盛快餐店,佛山市南海区里水镇太行路49号, ,小型餐馆, ,0682C35078,2014-10-20 00:00:00.0 ,23.196255,113.163565,里水镇,里广路
 佛山市南海区盐步山海城海鲜酒楼,佛山市南海区盐步环球水产市场美食街9、10号(即美食广场4-5号), ,大型餐馆, ,0682C06306,2014-12-21 00:00:00.0 ,23.110799,113.152441,大沥镇,平安大道
 佛山市南海区西樵何景英川菜馆,佛山市南海区西樵镇海舟村民委员会海舟开发区白沙岗（南华公司B座铺位）, ,小型餐馆, ,0682C09391,2014-11-09 00:00:00.0 ,22.904375,112.926395,西樵镇,S113(樵高公路)
 佛山市南海区西樵锦贤美食店,佛山市南海区西樵镇西樵村樵乐路3号18-21仓, ,中型餐馆, ,0682C23691,2014-12-15 00:00:00.0 ,22.951868,112.968194,西樵镇,樵乐路
 佛山市南海区里水老面小笼包店,佛山市南海区里水镇里水大道南98-1, ,小吃店, ,粤餐证字2012440605001243,2015-11-11 00:00:00.0 ,23.144687,113.15888,里水镇,里水大道
 佛山市南海黄牛庄美食店,佛山市南海区罗村联星工业区同乐一路一号商铺, ,大型餐馆, ,粤餐证字2012440605001239,2015-07-01 00:00:00.0 ,23.052265,113.07756,狮山镇,X508(佛罗路)
 佛山市南海海鹦不锈钢制品有限公司,佛山市南海区大沥横岗狮眠岭工业区, ,食堂, ,0682D00931,2014-08-27 00:00:00.0 ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海区银东美食店,佛山市南海区桂城街道华翠南路东二村东约水围工业区18号, ,中型餐馆, ,粤餐证字2014440605200100,2017-09-22 00:00:00.0 ,23.023661,113.158009,桂城街道,基咀大街
 佛山市南海区官窑雅平小食店,佛山市南海区狮山镇官窑瑶平路42号豪景雅苑B区汇景楼04号铺位, ,小吃店, ,粤餐证字2012440605001142,2015-10-23 00:00:00.0 ,23.226057,113.06627,狮山镇,X512(瑶平路)
 佛山市南海区真味豆冷饮店,佛山市南海区罗村乐安乐城一路15号商铺, ,饮品店, ,0682C36735,2014-12-14 00:00:00.0 ,23.060526,113.097104,祖庙街道,乐城路
 广东华兴玻璃有限公司,佛山市南海区罗村务庄工业区B区, ,食堂, ,0682D19420,2014-11-11 00:00:00.0 ,23.039067,112.99944,狮山镇,小塘工业大道
 佛山市南海区桂柳源螺蛳粉店,佛山市南海区桂城街道海三路鞋材城B2座4号铺, ,小吃店, ,粤餐证字2012440605000568,2015-07-17 00:00:00.0 ,23.096391,113.171955,大沥镇,盐步大道
 佛山市南海区里水藤春餐馆,佛山市南海区里水镇里广路177号, ,中型餐馆, ,粤餐证字2013440605001834,2016-03-31 00:00:00.0 ,23.195806,113.166985,里水镇,里广路
 佛山市南海区啊霞小食店,佛山市南海桂城街道石三村西区二巷11号, ,小吃店, ,0682C17997,2014-08-06 00:00:00.0 ,22.864818,112.983508,九江镇,园区三街
 佛山市南海区狮山周鹏粥粉店,佛山市南海区狮山镇狮北银狮公路邓庆球小学对面5、6号铺, ,小吃店, ,0682C00699,2015-09-26 00:00:00.0 ,23.177273,112.977901,狮山镇,X512(银狮路)
 佛山市南海区味食苑小食店,佛山市南海区狮山镇官窑凤源西路11号自编（21-22号）, ,小吃店, ,粤餐证字2012440605000813,2015-08-30 00:00:00.0 ,23.230026,113.07127,狮山镇,凤源西路
 佛山市南海区九记渔坊餐厅,佛山市南海区大沥镇黄岐海北大道金凱旋一号综合楼一楼十八号铺位, ,大型餐馆, ,粤餐证字2013440605001614,2016-01-21 00:00:00.0 ,23.119485,113.190219,大沥镇,鄱阳路
 佛山市南海区花佬农庄,佛山市南海区狮山镇松岗龙头花卉城内, ,大型餐馆, ,粤餐证字2014440605600052,2014-07-01 00:00:00.0 ,23.165777,113.112357,狮山镇,Y399(松石路)
 佛山市梦想庄园生态农业有限公司,佛山市南海区里水镇和顺文教村广和大桥旁, ,中型餐馆, ,粤餐证字2012440605000693,2015-08-12 00:00:00.0 ,23.248565,113.150478,里水镇,文教路
 佛山市南海区鸿大龙湾美食店.,佛山市南海区桂城街道叠南村圣堂618号首层A-076号铺., ,小型餐馆, ,0682C35882,2015-01-10 00:00:00.0 ,23.05209,113.12938,桂城街道,南一路
 佛山市南海区同裕饮食店,佛山市南海区狮山镇松岗松石路佛山市南海伟舜实业公司第3-5号铺, ,中型餐馆, ,粤餐证字2012440605000222,2015-05-16 00:00:00.0 ,23.160988,113.104521,狮山镇,Y399(松石路)
 佛山市南海区大沥颜峰第二幼儿园,佛山市南海区大沥颜峰人和村公园旁, ,食堂, ,0682D14474,2014-08-24 00:00:00.0 ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海区罗村侯兴远百货店,佛山市南海区狮山镇罗村朗沙村上朗工业园, ,小吃店, ,粤餐证字2014440605900052,2017-10-07 00:00:00.0 ,23.038225,113.040597,狮山镇,下罗沙村前街
 佛山市南海区九江利勤烧腊快餐店,佛山市南海区九江镇梅圳管理区梅东一队（上北大道信用社斜对面第三仓）, ,快餐店, ,0682C35182,2014-11-22 00:00:00.0 ,22.862477,112.997388,九江镇,上北大道
 佛山市南海楠维轩麟咖啡厅,佛山市南海区大沥镇振兴路9号之4, ,饮品店, ,粤餐证字2012440605001454,2015-12-18 00:00:00.0 ,23.110415,113.115311,大沥镇,振兴路
 佛山市韩潮会咖啡厅有限公司,佛山市南海区桂城怡海路南海壹品广场7号楼01商铺, ,饮品店, ,0682C02981,2015-02-12 00:00:00.0 ,23.022549,113.156595,桂城街道,怡海路
 佛山市南海区大沥渔歌面店,佛山市南海区大沥体育路嘉豪大厦首层2号铺, ,小吃店, ,粤餐证字2013440605002270,2016-06-19 00:00:00.0 ,23.116741,113.120638,大沥镇,教育路
 佛山市南海区狮山工薪川菜馆,佛山市南海区狮山镇狮山科技大道28号（狮山科技工业园A区公共服务中心）之食街1座2号商铺, ,食堂, ,0682D02069,2015-04-07 00:00:00.0 ,23.104502,113.010041,狮山镇,科技大道
 佛山市南海区竺家浸鸡美食馆,佛山市南海区大沥镇黄岐渤海路北(北一商铺南起1-4号)., ,中型餐馆, ,0682C36913,2015-03-08 00:00:00.0 ,23.119485,113.190219,大沥镇,鄱阳路
 佛山市南海区九江下北醉香小食店,佛山市南海区九江镇下北李涌村（农业银行侧）, ,中型餐馆, ,0682C06068,2015-11-29 00:00:00.0 ,23.052613,113.146384,桂城街道,锦园路
 佛山市南海区狮山圣宏担担面馆,佛山市南海区狮山镇狮山中心城区俊景花园3座12、13号铺, ,小吃店, ,粤餐证字2014440605600015,2017-08-18 00:00:00.0 ,23.128694,113.001277,狮山镇,俊景中路
 佛山市南海区西樵天美湘菜馆,佛山市南海区西樵镇崇南涌口村商业办公楼一层15、16、17、18号铺, ,大型餐馆, ,粤餐证字2012440605000969,2015-09-20 00:00:00.0 ,22.895998,113.061041,龙江镇,涌口大道
 佛山市南海区七仔牛杂店,佛山市南海区狮山镇小塘兴祥路怡德楼5号铺, ,小吃店, ,粤餐证字2012440605000804,2015-08-29 00:00:00.0 ,23.106169,112.967859,狮山镇,三环西路辅路
 佛山市南海区汾阳广豪学校食堂,佛山市南海区西樵镇朝山村, ,食堂, ,粤餐证字2014440605100035,2017-09-02 00:00:00.0 ,22.886649,112.976999,西樵镇,
 佛山市南海九江日江桂林米粉店,佛山市南海区九江镇儒林东路51号之一自编3号地铺, ,小吃店, ,粤餐证字2012440605000696,2015-08-12 00:00:00.0 ,22.831828,113.012867,九江镇,儒林西路
 佛山市南海区桂城小牛津幼儿园,佛山市南海区桂城街道南三路十三号, ,食堂, ,粤餐证字2014440605200003,2017-08-03 00:00:00.0 ,23.046604,113.132443,桂城街道,南三路
 佛山市南海区苏雅拉图糖水店,佛山市南海区丹灶镇樵丹北路7号南海亿美实业有限公司综合楼C区首层84, ,饮品店, ,粤餐证字2014440605004555,2017-08-05 00:00:00.0 ,23.041812,112.90575,丹灶镇,樵丹北路
 佛山市南海区大沥兴贤酒家,佛山市南海区狮山镇兴贤路口, ,大型餐馆, ,粤餐证字2014440605100017,2017-08-18 00:00:00.0 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海广浩农庄,佛山市南海区狮山镇狮南沙一村小组（土名：头辣地）, ,大型餐馆, ,0682C36090,2015-04-15 00:00:00.0 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区西樵阿杜美食店,佛山市南海区西樵汇龙村综合大楼首层1-10号, ,大型餐馆, ,粤餐证字2012440605001004,2015-09-26 00:00:00.0 ,22.950663,112.980303,西樵镇,解放路
 佛山市南海区罗村祥斌美食店,佛山市南海区罗村联星南区商业城最南侧1号铺, ,中型餐馆, ,0682C33772,2014-09-29 00:00:00.0 ,23.064705,113.090711,狮山镇,桂丹路辅路
 佛山市南海区西樵迎同兴旺酒楼,佛山市南海区西樵镇联新康和市场内E座115-120铺, ,大型餐馆, ,粤餐证字2013440605001663,2016-01-30 00:00:00.0 ,23.201944,113.108519,里水镇,西线路
 佛山市南海区丹灶祥亭小食店,佛山市南海区丹灶镇西城工业区名悦发展食品有限公司A22号铺位, ,小型餐馆, ,粤餐证字2013440605002014,2016-05-07 00:00:00.0 ,23.033696,112.891312,丹灶镇,X512(工业大道)
 佛山市南海区主烤官美食店,佛山市南海区桂城街道叠南村圣堂618号鸿大广场三层C042、C043、C044号, ,小型餐馆, ,粤餐证字2012440605001266,2015-11-13 00:00:00.0 ,23.051634,113.129081,桂城街道,海三西路
 佛山市南海区大沥皇鸽餐厅,佛山市南海区大沥镇凤池小布村禅碳工业区（南星大楼）22号, ,中型餐馆, ,0682C35711,2015-01-04 00:00:00.0 ,23.11046,113.109007,大沥镇,广云路
 佛山市南海区狮山维善甜品小食店,佛山市南海区狮山镇小塘新城开发区酒店楼一楼9号铺, ,小吃店, ,粤餐证字2013440605001890,2016-04-11 00:00:00.0 ,23.106169,112.967859,狮山镇,三环西路辅路
 佛山市南海区丹灶柳能小食店,佛山市南海区丹灶镇南海国家生态工业示范园区月季路1号生活配套区6、7号铺, ,小吃店, ,0682C34649,2015-12-03 00:00:00.0 ,23.109469,112.876539,丹灶镇,银海大道
 佛山市南海区大沥明成小食店,佛山市南海区大沥镇盐步东秀街铺新3A新3B号铺, ,小吃店, ,0682C34883,2014-10-29 00:00:00.0 ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海区极度冰恋雪糕店,佛山市南海区罗村北湖一路4号时代倾城11-16栋252号商铺, ,饮品店, ,粤餐证字2012440605000403,2015-06-11 00:00:00.0 ,23.065745,113.045913,狮山镇,北湖一路
 佛山市南海区大沥桥底美食店,佛山市南海区大沥沥北龙湾新村南排26号, ,小型餐馆, ,粤餐证字2014440605004473,2017-07-16 00:00:00.0 ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海区九江职业技术学校,佛山市南海区九江镇南方管理区教育路, ,食堂, ,粤餐证字2013440605001946,2016-04-22 00:00:00.0 ,22.833696,112.988233,九江镇,江滨路
 佛山市南海区九江嘉渔食庄,佛山市南海区九江镇河清市场C4号铺, ,中型餐馆, ,粤餐证字2012440605000740,2015-08-20 00:00:00.0 ,22.852577,112.94844,九江镇,河清四村大道
 佛山市南海区狮山吕召丰沙锅粥店,佛山市南海区狮山镇狮中村委会陈洞村民小组佛山市盛雅宠物用品制造有限公司厂区23.24号铺, ,小吃店, ,粤餐证字2013440605002100,2016-05-21 00:00:00.0 ,23.150978,112.960744,狮山镇,X512(三环西路)
 佛山市南海悦龙假日酒店,佛山市南海区里水镇太行路93号, ,中型餐馆, ,粤餐证字2012440605000460,2015-06-20 00:00:00.0 ,23.195783,113.166972,里水镇,里广路
 佛山市南海区伊香兰州拉面店,佛山市南海区狮山镇狮城路太古城首层A3号铺位, ,小吃店, ,粤餐证字2013440605001724,2016-02-25 00:00:00.0 ,23.126084,113.005113,狮山镇,政协路
 佛山市南海区桂城英拉美食店,佛山市南海区桂城街道南新四路35号102铺, ,小吃店, ,粤餐证字2014440605200064,2017-08-31 00:00:00.0 ,23.032924,113.141897,桂城街道,南新四路
 佛山市南海区桂城怡丰城德庄火锅店,佛山市南海区桂城街道石龙南路6号“南海怡丰城”四层422铺, ,中型餐馆, ,粤餐证字2014440605200062,2017-08-31 00:00:00.0 ,23.034916,113.18179,桂城街道,石龙南路
 佛山市南海区官窑阿力小食店,佛山市南海区狮山镇官窑三街河边（原下街生资仓库）, ,小型餐馆, ,0682C36262,2015-07-06 00:00:00.0 ,23.124953,113.002144,狮山镇,博爱路
 佛山市南海区桂忠饮食店,佛山市南海区狮山镇松岗显子岗显东村墟12号铺, ,小吃店, ,粤餐证字2013440605001709,2016-02-15 00:00:00.0 ,23.147192,113.096797,狮山镇,松岗大道
 佛山市南海锐宝小食店,佛山市南海区狮山镇小塘新城开发区光明市场3号商铺, ,小吃店, ,201144062700031,2015-04-19 00:00:00.0 ,23.137408,112.957077,狮山镇,塘新一路
 佛山市南海区杰沥凉茶馆,佛山市南海区大沥市场大道26号首层, ,饮品店, ,粤餐证字2013440605002157,2016-05-30 00:00:00.0 ,23.116896,113.113997,大沥镇,国泰路
 佛山市南海区余四珍珠奶茶店,佛山市南海区狮山镇小塘新城塘新一路锦绣花苑1号楼13号铺, ,中型餐馆, ,0682C16337,2015-06-15 00:00:00.0 ,23.138616,112.957705,狮山镇,塘新一路
 佛山市南海区椒香川菜馆,佛山市南海区桂城街道南桂东路63号南海区供电局B地块第8、9、10号商铺, ,中型餐馆, ,粤餐证字2012440605000251,2015-05-21 00:00:00.0 ,23.036311,113.146475,桂城街道,南桂东路
 佛山市南海区里水玉艳饮食店,佛山市南海区里水镇西线路岗联康和市场对面1号, ,小吃店, ,粤餐证字2012440605001153,2015-10-25 00:00:00.0 ,23.201607,113.10897,里水镇,西线路
 佛山市南海豆乡醇小食店,佛山市南海区黄岐广佛一路98号负一层1A-28号铺, ,饮品店, ,0682C15624,2014-10-14 00:00:00.0 ,23.115357,113.186822,大沥镇,广佛一路
 佛山市南海西樵富景食府,佛山市南海区西樵镇西樵村民委员会吉水村过境公路边西塱楼A座店铺, ,中型餐馆, ,0682C35875,2015-01-11 00:00:00.0 ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区丹灶镇程德祥小食店,佛山市南海区丹灶镇银河苏村工业开发区陈孟光物业南6号铺位, ,快餐店, ,0682C34765,2014-09-29 00:00:00.0 ,23.010605,112.907313,丹灶镇,
 佛山市南海区丹灶滋粥轩小食店,佛山市南海区丹灶大道珍岗朗开发区, ,小型餐馆, ,粤餐证字2013440605002331,2016-06-30 00:00:00.0 ,23.048666,112.914592,丹灶镇,X512(丹灶大道)
 佛山市南海区宝诚美食店,佛山市南海区桂城街道南约第一住宅区11号、13号之二, ,小吃店, ,粤餐证字2014440605004527,2017-07-24 00:00:00.0 ,23.03455,113.14048,桂城街道,天佑五路
 佛山市南海馨糖小食店,佛山市南海区狮山镇321国道段南海软件科技园内阳光在线商业广场A区14号铺, ,小吃店, ,粤餐证字2012440605001170,2015-10-29 00:00:00.0 ,23.141312,113.021098,狮山镇,信息大道南
 佛山市南海区真好味美食店,佛山市南海区桂城街道海六路21号海景花园海燕楼7号铺, ,小吃店, ,0682C34995,2014-09-14 00:00:00.0 ,23.061085,113.139904,桂城街道,海六路
 佛山市南海区罗村乐安麦肯基中西餐厅,佛山市南海区罗村联星南区商业城综合楼一首层正面, ,中型餐馆, ,粤餐证字2012440605001506,2015-12-25 00:00:00.0 ,23.064705,113.090711,狮山镇,桂丹路辅路
 佛山市南海区里水新旺小食店,佛山市南海区里水镇胜利河塱沙村上西街11-12号, ,小吃店, ,0682C02200,2014-08-24 00:00:00.0 ,23.201026,113.158807,里水镇,新兴路
 佛山市南海翠都茶餐厅,佛山市南海区大沥城南一路金雅轩世纪广场项目A1座G22、G23号商铺首层, ,中型餐馆, ,粤餐证字2014440605700002,2017-08-05 00:00:00.0 ,23.107944,113.112028,大沥镇,城南一路
 佛山市南海区高汝广竹升面店,佛山市南海区狮山镇官窑凤源西路中美大厦自编8号, ,小吃店, ,粤餐证字2013440605002068,2016-05-15 00:00:00.0 ,23.22772,113.080551,狮山镇,永安大道
 佛山市南海区西樵誉鑫小食店,佛山市南海区西樵联新五队, ,小吃店, ,粤餐证字2013440605001636,2016-01-23 00:00:00.0 ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区丁阿红木桶饭店,佛山市南海区西樵镇西樵村中坊中盛楼永乐街11、13、15号铺, ,小型餐馆, ,粤餐证字2013440605003338,2016-12-08 00:00:00.0 ,22.953396,112.972436,西樵镇,永乐大街
 佛山市南海区山有德国味壹号餐饮有限公司,佛山市南海区桂城街道桂平西路1号毅怡新天地广场五楼K001B号铺, ,大型餐馆, ,粤餐证字2013440605001696,2016-02-05 00:00:00.0 ,23.037331,113.153057,桂城街道,宝翠南路
 佛山市南海郑好凉茶店,佛山市南海区狮山镇小塘城区一环路永兴楼2号铺, ,饮品店, ,粤餐证字2013440605001950,2016-04-23 00:00:00.0 ,23.093429,112.973089,狮山镇,兴祥路
 佛山市南海区九江自家宅饮品店,佛山市南海区九江下西村侯王南组西圣路17号, ,饮品店, ,0682C16912,2014-10-19 00:00:00.0 ,22.834721,113.004349,九江镇,西圣路
 佛山市南海盐步旺金鸽酒楼,佛山市南海区盐步东秀南边村“大等仔”地段（穗盐东路南边围路段北侧商铺二楼1-14号）, ,中型餐馆, ,粤餐证字2013440605001575,2016-01-14 00:00:00.0 ,23.097933,113.199778,大沥镇,穗盐路
 佛山市南海区西樵六十一度米粉店,佛山市南海区西樵镇官山城区江浦东路38号首层7号商铺, ,小吃店, ,0682C09808,2015-05-23 00:00:00.0 ,22.944953,112.984318,西樵镇,江浦东路
 佛山市南海区大沥饭巢肚美食店,佛山市南海区大沥高边南村民小组46米大路北侧公路边一栋首层及二层1-5号铺, ,中型餐馆, ,0682C10239,2015-01-16 00:00:00.0 ,23.125481,113.086064,狮山镇,S263(广云路)
 佛山市南海区大沥岐香烧鹅快餐店,佛山市南海区大沥镇盐步横江村横江经济社盐步大道158之3, ,快餐店, ,粤餐证字2012440605001444,2015-12-16 00:00:00.0 ,23.109209,113.16815,大沥镇,盐步大道
 佛山市南海区丹灶镇任交福早餐店,佛山市南海区丹灶镇金沙金兴路4号01座首层15号商铺, ,小吃店, ,粤餐证字2014440605500005,2017-09-18 00:00:00.0 ,23.063325,112.959076,丹灶镇,金兴路
 佛山市南海区九江启连小食店,佛山市南海区九江镇梅圳社区居民委员会叶敏良厂房首层3号铺, ,小吃店, ,粤餐证字2014440605300020,2017-09-21 00:00:00.0 ,22.859831,112.997171,九江镇,上北大道
 北汽福田汽车股份有限公司南海汽车厂,佛山市南海区里水镇文教村, ,食堂, ,粤餐证字2013440605002399,2016-07-10 00:00:00.0 ,23.248565,113.150478,里水镇,文教路
 佛山市南海区西樵联新联华小食店,佛山市南海区西樵镇联新工业区联新1队路口, ,中型餐馆, ,粤餐证字2013440605001835,2016-03-31 00:00:00.0 ,22.980144,112.944245,西樵镇,大新路
 佛山市南海区妹之小食店,佛山市南海区大沥镇黄岐北村新世纪大街1号, ,小吃店, ,粤餐证字2012440605001180,2015-10-31 00:00:00.0 ,23.126809,113.172126,大沥镇,新世纪大街
 佛山市南海区大渔铁板烧店,佛山市南海区桂城街道桂澜北路28号万达广场三层3009号, ,中型餐馆, ,粤餐证字2014440605200049,2017-08-25 00:00:00.0 ,23.066427,113.152091,桂城街道,五胜河南路
 佛山市南海区触觉饮品店,佛山市南海区桂城街道灯湖西路20号保利水城3栋31铺, ,饮品店, ,粤餐证字2012440605000725,2015-08-16 00:00:00.0 ,23.061927,113.140752,桂城街道,灯湖西路
 佛山市南海区卫生和人口计划生育局,广东省佛山市南海区桂城天佑三路174号, ,食堂, ,0682D06343,2016-02-17 00:00:00.0 ,23.03792,113.133996,桂城街道,天佑三路
 佛山市南海区大沥齐龙美食店,佛山市南海区大沥镇盐步“牛栏岗”沙涌综合楼13号, ,小型餐馆, ,粤餐证字2014440605700045,2017-09-28 00:00:00.0 ,22.907725,113.035636,九江镇,振业西三路
 佛山市南海区罗村罗湖新新小食店,佛山市南海区罗村罗南村南边街3号铺, ,小吃店, ,0682C26311,2014-09-14 00:00:00.0 ,23.072052,113.012053,狮山镇,南边街
 佛山市南海区百得事生生美食店,佛山市南海区桂城街道石一村西桂澜加油站南1座首层第六号铺, ,小型餐馆, ,粤餐证字2012440605001290,2015-11-15 00:00:00.0 ,23.013953,113.157526,桂城街道,巷口坊路
 佛山市南海区里水芳记糖水店,佛山市南海区里水镇胜利河塱沙市场13号, ,饮品店（甜品站）, ,0682C34962,2014-09-01 00:00:00.0 ,23.042361,113.041289,狮山镇,沿江南路
 佛山市南海区里水金满福餐厅,佛山市南海区里水镇桂和公路大冲路段现通物流市场综合楼二地面商铺001、002号, ,大型餐馆, ,0682C26383,2016-01-17 00:00:00.0 ,23.155767,113.122127,里水镇,桂和路辅路
 佛山市南海区大沥博雅学校,佛山市南海区大沥大布仙溪村口, ,食堂, ,0682D07186,2014-09-07 00:00:00.0 ,23.112482,113.116558,大沥镇,振兴路
 佛山市南海区迎丰美食农庄,佛山市南海区大沥镇体育西路（商业中心）6号, ,大型餐馆, ,粤餐证字2012440605000583,2015-07-22 00:00:00.0 ,23.112067,113.104895,大沥镇,新城大道辅路
 广州卷烟二厂南海生产部,佛山市南海区桂城叠, ,食堂, ,0682D06251,2015-07-22 00:00:00.0 ,23.03704,113.138438,桂城街道,桂城镇东约区新邨大街
 中国建筑第二工程局有限公司佛山分公司（创鸿广场工地饭堂）,佛山市南海区桂城桂一社区南五路中建三局, ,食堂, ,201144062300026,2015-03-22 00:00:00.0 ,23.04464,113.13693,桂城街道,南五路
 佛山市南海区九工陈梁小食店,佛山市南海区九江镇下西候王村南队146号首层之二, ,小吃店, ,粤餐证字2013440605001984,2016-04-26 00:00:00.0 ,22.830151,113.000261,九江镇,洪圣村路
 佛山市南海区沙琴小食店,佛山市南海区狮山镇官窑永安大道东41号首层, ,小吃店, ,粤餐证字2013440605002223,2016-06-07 00:00:00.0 ,23.229315,113.082642,狮山镇,永安大道
 佛山市南海区西樵朝山幼儿园食堂,佛山市南海区西樵大同朝山村环岗路, ,食堂, ,粤餐证字2013440605001804,2016-03-21 00:00:00.0 ,22.886649,112.976999,西樵镇,
 佛山市南海区西樵锡虾小食店,佛山市南海区西樵新田小学铺位, ,小型餐馆, ,0682C05445,2015-12-08 00:00:00.0 ,22.891102,112.924819,西樵镇,S113(樵高公路)
 佛山市南海区丹灶金沙至樽渔村,佛山市南海区丹灶镇金沙水口开发区, ,大型餐馆, ,粤餐证字2012440605000173,2015-05-09 00:00:00.0 ,23.09745,112.937909,丹灶镇,水口路
 佛山市国友餐饮服务有限公司,佛山市南海区西樵镇崇南崇民西路之南联昊通物流综合楼101至106号铺, ,大型餐馆, ,粤餐证字2013440605001855,2016-04-07 00:00:00.0 ,23.038209,113.094268,张槎街道,张槎四路
 佛山市南海区官窑诗颖小食店,佛山市南海区狮山镇官窑群岗村委会南边村前2号铺, ,小型餐馆, ,粤餐证字2012440605000127,2015-05-03 00:00:00.0 ,23.223903,113.085989,狮山镇,S361(里官路)
 佛山市南海区九江恩记莱茵河美食店,佛山市南海区九江镇大谷东谷村综合楼地铺, ,小型餐馆, ,粤餐证字2013440605002230,2016-06-08 00:00:00.0 ,22.832856,113.039204,九江镇,普济大道
 佛山市南海区桂城九毛九面馆,佛山市南海区桂城街道南海大道北75号凯德广场04层18A/19/20号, ,中型餐馆, ,粤餐证字2012440605000137,2015-05-06 00:00:00.0 ,23.035605,113.134985,桂城街道,南海大道
