 名称,许可证号,许可证有效期,地址,类型 ,lat,lng,town
 广州市番禺丰谷餐厅佛山市南海区叠南分店,粤餐证字2014440605003949,2017-04-24,佛山市南海区桂城叠南村圣堂618号鸿大广场三层C-002号商铺,中型餐馆 ,23.051634,113.129081,桂城街道,海三西路
 佛山市南海区桂城强记烧腊店,粤餐证字2014440605003950,2017-04-27,桂城街道夏东孔溪村五灯围工业（大王椰商铺8号铺）,快餐店 ,23.042958,113.180227,桂城街道,石龙北路
 佛山市南海区西樵华珍凉茶铺,粤餐证字2014440605003952,2017-04-27,佛山市南海区西樵镇太平开发区同福楼侧,饮品店 ,22.93124,112.910505,西樵镇,胜意街
 佛山市南海区西樵森佳凉茶店,粤餐证字2014440605003951,2017-04-27,佛山市南海区西樵镇上金瓯幼儿园首层,饮品店（凉茶店） ,22.985116,112.9126,西樵镇,S269(大岗东路)
 佛山市南海区平洲平西彬福小食店,粤餐证字2014440605003953,2017-04-27,佛山市南海区平洲平西市场18、19号铺,小型餐馆 ,23.024885,113.188569,桂城街道,平西街
 佛山市南海区最最鲜快餐店,粤餐证字2014440605003955,2017-04-27,佛山市南海区狮山镇狮山科技工业园科韵路刘洞村配套中心之A座壹号商铺,快餐店 ,23.095067,113.003865,狮山镇,狮山大道
 佛山市南海区大沥镇盐步初级中学,粤餐证字2014440605003957,2017-04-27,佛山市南海区大沥镇盐步环镇西路10号,食堂 ,23.112067,113.104895,大沥镇,新城大道辅路
 佛山市南海区鼎顺凉茶店,粤餐证字2014440605003958,2017-04-27,佛山市南海区狮山镇罗村社会管理处南湖一路雅居庭花园首层16号商铺,饮品店 ,23.062714,113.045632,狮山镇,新湖二路
 佛山市南海区大沥金海轩美食馆,粤餐证字2014440605003954,2017-04-27,佛山市南海区大沥城南二路金雅轩世纪广场A区H17、H18号商铺首层,大型餐馆 ,23.107991,113.112821,大沥镇,竹基南路
 广州市四洲饮食有限公司佛山南海大道分公司,粤餐证字2014440605003956,2017-04-27,佛山市南海区桂城街道南海大道北75号凯德广场01层29/30号,小型餐馆 ,23.035605,113.134985,桂城街道,南海大道
 佛山市南海区罗村富安花园幼儿园,粤餐证字2014440605003959,2017-04-27,佛山市南海区狮山镇罗村富安花园内,食堂 ,23.071681,113.095117,大沥镇,乐城三路北
 佛山市南海区潮味道小吃店,粤餐证字2014440605003960,2017-04-27,佛山市南海区狮山镇罗村罗湖北区金湖花园豪乐苑11号车房、10号车房及43号单车房,小型餐馆 ,23.06402,113.048031,狮山镇,金湖一街
 佛山市南海区里水尝尝鲜饮食店,粤餐证字2014440605003961,2017-04-27,佛山市南海区里水镇夏塘大街188号对面铺位之八首层,中型餐馆 ,23.197863,113.153175,里水镇,夏塘大街
 佛山市南海区吴国强餐厅,粤餐证字2014440605003962,2017-04-27,佛山市南海区狮山镇松岗石泉铁坑暨村暨社大路2号首层和夹层,中型餐馆 ,23.147192,113.096797,狮山镇,松岗大道
 佛山市南海区令狐记黔味饮食店,粤餐证字2014440605003963,2017-04-27,佛山市南海区狮山镇松岗桃园二路1号29、30号铺,小型餐馆 ,23.092712,112.974619,狮山镇,兴祥路
 佛山市南海糖员爱甜品店,粤餐证字2014440605003964,2017-04-27,佛山市南海区狮山镇松岗桃园二路1号32-34铺,饮品店 ,23.092712,112.974619,狮山镇,兴祥路
 佛山市南海区官窑百方鸽美食店,粤餐证字2014440605003965,2017-04-27,佛山市南海区狮山镇官窑起凤西路豪景小区之东2号铺,中型餐馆 ,23.22772,113.080551,狮山镇,永安大道
 佛山市南海区豆芝味甜品店,粤餐证字2014440605003966,2017-04-28,佛山市南海区大沥镇黄岐嘉乐花园海棠阁楼下13号铺,饮品店（甜品店） ,23.119199,113.179911,大沥镇,鄱阳路
 佛山市南海区练丽明美食店,粤餐证字2014440605003968,2017-04-28,佛山市南海区桂城石鸿兴钢铁综合市场编号C7、C8、C9号铺位,小型餐馆 ,23.0009,113.146804,桂城街道,桂澜路辅路
 广东电网公司佛山南海供电局大沥供电所黄岐营业点,粤餐证字2014440605003969,2017-04-28,佛山市南海区大沥镇黄岐鄱阳路121号,食堂 ,23.119205,113.176773,大沥镇,鄱阳路
 佛山市南海区黄岐嘉乐餐厅,粤餐证字2014440605003967,2017-04-28,佛山市南海区大沥镇黄岐北村大道横江路口,中型餐馆 ,23.125954,113.172407,大沥镇,北村大道
 佛山市南海区桂城伊亚咖啡店,粤餐证字2014440605003970,2017-04-28,佛山市南海区桂城街道怡翠世嘉15栋1501号商铺,小吃店 ,23.014789,113.139546,石湾镇街道,季华七路
 广东省人民医院平洲分院,粤餐证字2014440605003971,2017-04-28,佛山市南海区桂城街道平洲永安路56号,食堂 ,23.0345,113.206604,桂城街道,永安北路
 佛山市南海区益民酒楼,粤餐证字2014440605003972,2017-04-28,佛山市南海区桂城南港路平洲美食广场一座1-4号铺,特大型餐馆 ,23.04383,113.200256,桂城街道,竹基新村大街
 佛山市南海区黄岐老古浸鸡饮食店,粤餐证字2014440605003973,2017-04-28,佛山市南海区黄岐六联村洪湖中路10号,小型餐馆 ,23.123234,113.176073,大沥镇,洪湖中路
 佛山市南海区西樵镇燕子美食店,粤餐证字2014440605003974,2017-04-28,佛山市南海区西樵镇官山城区丝厂1号铺,小吃店 ,22.942736,112.975487,西樵镇,江浦西路
 佛山市南海山中泉农家美食馆,粤餐证字2014440605003975,2017-04-28,佛山市南海区丹灶镇联沙沙墩冼村开发区集体商铺南铺12-16号,中型餐馆 ,23.053335,112.914423,丹灶镇,桂丹西路
 佛山市南海区汇鸿农庄,粤餐证字2014440605003976,2017-04-28,佛山市南海区狮山镇松岗南国桃园汇江花园对面（土名大龙村）,大型餐馆 ,23.190824,113.091719,狮山镇,松云路
 佛山市南海新杆线美食店,粤餐证字2014440605003977,2017-04-28,佛山市南海区大沥盐步大转湾夹板装饰市场以东“华嘉欣铺”第三号楼14-20、38-42、44号,大型餐馆 ,23.10427,113.179896,大沥镇,大转湾东一路
 佛山市南海区狮山陈满初小食店,粤餐证字2014440605003978,2017-04-29,佛山市南海区狮山镇狮中村委会门口北起7-8号铺,小型餐馆 ,23.150978,112.960744,狮山镇,X512(三环西路)
 佛山市南海区大沥湘食府餐馆,粤餐证字2014440605003979,2017-04-29,佛山市南海区盐步穗盐路北3号迎海国际茶都有限公司自编食街A1-5号,大型餐馆 ,23.097454,113.202949,大沥镇,穗盐东路
 佛山市南海盈亚五金制品有限公司,粤餐证字2014440605003981,2017-04-29,佛山市南海区大沥镇曹边第三工业区新围路二号,食堂 ,23.097441,113.092775,大沥镇,雷边村南北大街
 佛山市南海区桂城信孚中海万锦豪园幼儿园,粤餐证字2014440605003984,2017-05-03,佛山市南海区桂城中海万锦豪园（锦园路8号）,食堂 ,23.0528,113.146292,桂城街道,锦园路
 佛山市南海陈权辉餐厅,粤餐证字2014440605003983,2017-04-29,佛山市南海区狮山镇狮北开发区银狮公路傍3号铺,中型餐馆 ,23.177037,112.975041,狮山镇,X512(银狮路)
 佛山市南海区罗村金香食品店,粤餐证字2014440605003985,2017-05-03,佛山市南海区狮山镇罗村南湖一路甘坑商业街27号铺,小吃店 ,23.127751,113.002453,狮山镇,俊景中路
 佛山市南海诚财运酒楼,粤餐证字2014440605003986,2017-05-03,佛山市南海区里水镇沙涌下沙村良岸10号,中型餐馆 ,22.950532,112.959581,西樵镇,沙涌西街
 佛山市南海区狮山小塘中心幼附属幼儿园,粤餐证字2014440605003982,2017-04-29,佛山市南海区狮山镇小塘莲子塘东北村“下塘基”“观音底”地段（综合楼）,食堂 ,23.106169,112.967859,狮山镇,三环西路辅路
 佛山市南海西樵金懋大酒店有限公司,粤餐证字2014440605003987,2017-05-03,佛山市南海区西樵轻纺城A地块轻纺大夏,中型餐馆 ,22.952495,112.974076,西樵镇,广厦路
 佛山市南海区里水月泉餐厅,粤餐证字2014440605003988,2017-05-03,佛山市南海区里水镇金利金贤路新村段商铺东侧14号,大型餐馆 ,23.263151,113.12541,里水镇,金贤路
 佛山巿南海松岗兰波饮食店,粤餐证字2014440605003989,2017-05-03,佛山巿南海区狮山镇松岗桃园二路45号之二,小吃店 ,23.092712,112.974619,狮山镇,兴祥路
 佛山市南海区根哥小食店,粤餐证字2014440605003990,2017-05-03,佛山市南海区狮山镇官窑村厚西村民小组“长墩”（综合楼）首层自编8、9号铺,小吃店 ,23.227988,113.064473,狮山镇,石市路
 佛山大家乐饮食有限公司南海怡丰城分店,粤餐证字2014440605003991,2017-05-04,佛山市南海区桂城街道石龙南路6号南海怡丰城一层108号铺,快餐店 ,23.034916,113.18179,桂城街道,石龙南路
 佛山市南海区西樵广明兴美食店,粤餐证字2014440605003992,2017-05-04,佛山市南海区西樵大同城区新桐路吉祥街1号,中型餐馆 ,22.891425,112.98391,西樵镇,吉祥街
 佛山市南海达利雅咖啡西餐厅,粤餐证字2014440605003994,2014-07-26,佛山市南海区大沥镇黄岐广佛路以北、岐西路以东,中型餐馆 ,23.119485,113.190219,大沥镇,鄱阳路
 佛山市南海区桂城刘华奶茶店,粤餐证字2014440605003993,2017-05-04,佛山市南海区桂城街道平洲太平路一巷一号之二,饮品店 ,23.033913,113.203815,桂城街道,太平路
 佛山市南海区九江忘忧咖啡馆,粤餐证字2014440605003995,2017-05-04,佛山市南海区九江镇下北村委会大正路126号嘉裕豪庭裕盛阁商铺18号之二,饮品店 ,22.842172,113.00862,九江镇,大正路
 佛山市南海区九江超超小食店,粤餐证字2014440605003996,2017-05-04,佛山市南海区九江镇下西侯王村南约生产组路边蚕房2号铺,小型餐馆 ,22.830151,113.000261,九江镇,洪圣村路
 佛山市南海九江强历凉茶店,粤餐证字2014440605003997,2017-05-04,佛山市南海九江下西南约商业街A区前排12号地铺,饮品店 ,23.129717,113.001205,狮山镇,丽怡路
 佛山市南海区战友饭店,粤餐证字2014440605003999,2015-02-06,佛山市南海区狮山镇狮山工业园C区恒兴综合市场内B21铺,小型餐馆 ,23.094351,112.996885,狮山镇,创业路
 佛山市南海区九江闽川小食店,粤餐证字2014440605003998,2017-05-04,佛山市南海区九江镇上西先锋村153号首层,小吃店 ,22.894759,113.033146,九江镇,先锋村大街
 佛山市南海区里水阿珍姐小食店,粤餐证字2014440605004000,2017-05-05,佛山市南海区里水镇红旗中心村86号首层之一,小吃店 ,23.201284,113.151052,里水镇,下塘路
 佛山市南海区大满记甜品店,粤餐证字2014440605004001,2017-05-05,佛山市南海区西樵镇江浦路15号群峰楼地下102号,饮品店 ,22.943946,112.981682,西樵镇,江浦东路
 佛山市南海区狮山育苗幼儿园,粤餐证字2014440605004002,2015-03-05,佛山市南海区狮山镇小塘新境村委罗岗村,食堂 ,23.077122,112.979206,狮山镇,S113(桂丹路)
 佛山市南海区狮山明日之星幼儿园,粤餐证字2014440605004003,2015-03-05,佛山市南海区狮山镇小塘城区长安路28号,食堂 ,23.095591,112.972115,狮山镇,长安路
 佛山市南海区罗村林鑫小食店,粤餐证字2014440605004004,2017-05-05,佛山市南海区罗村朗沙桂雨嘉综合市场铺位临建27号铺,小型餐馆 ,23.038225,113.040597,狮山镇,下罗沙村前街
 佛山市南海区小回香米粉店,粤餐证字2014440605004005,2017-05-05,佛山市南海区狮山镇罗村联星乐城南区一路1号,小吃店 ,23.061822,113.077237,狮山镇,南区一路
 佛山市南海区丹灶喜炜小食店,粤餐证字2014440605004006,2017-05-05,佛山市南海区丹灶镇联沙沙墩冼村开发区集体商铺南铺39、40号,小型餐馆 ,23.053335,112.914423,丹灶镇,桂丹西路
 佛山市南海区美玉餐馆,粤餐证字2014440605004007,2017-05-05,佛山市南海区丹灶镇东联东和圩第K座S017、S018、S019号铺位,小型餐馆 ,23.053335,112.914423,丹灶镇,桂丹西路
 佛山市南海区品绿楼餐厅,粤餐证字2014440605004009,2017-05-05,佛山市南海区桂城街道南五路22号泽景苑C座5号商铺之一,大型餐馆 ,23.051423,113.137097,桂城街道,南五路
 佛山市南海区罗村三顺食馆,粤餐证字2014440605004008,2017-05-05,佛山市南海区罗村乐安乐城二路北65号富悦楼首层商铺7号,中型餐馆 ,23.072531,113.097116,大沥镇,乐城一路
 佛山市南海区罗村华誉酒店,粤餐证字2014440605004010,2017-05-05,佛山市南海区罗村桂丹公路芦塘段“永生围”,特大型餐馆 ,23.031794,112.931068,丹灶镇,
 佛山市五仁餐饮管理有限公司桂城分公司,粤餐证字2014440605004011,2017-05-05,佛山市南海区桂城街道灯湖西路20号保利商业水城一层1B170、1B171、1B194、1B195、1B196、1B197、1B198、1B199、1B200号铺,中型餐馆 ,23.062113,113.142928,桂城街道,海七路
 佛山市南海区狮山游壹凡美食坊,粤餐证字2014440605004015,2017-05-06,佛山市南海区狮山镇俊景花园住宅小区C区01座04A号商铺,小吃店 ,23.128694,113.001277,狮山镇,俊景中路
 佛山市南海区张记小吃店,粤餐证字2014440605004016,2017-05-06,佛山市南海区狮山镇罗村北湖一路碧翠豪城2-5座首层07号商铺,小吃店 ,23.060257,113.04439,狮山镇,新湖一路
 佛山市南海区利雅达西餐厅,粤餐证字2014440605004012,2017-05-05,佛山市南海区狮山镇博爱中路61号和信广场四层4F09号,大型餐馆 ,23.123785,113.000216,狮山镇,博爱中路辅路
 佛山市南海区大沥镇黄岐潮之记砂锅粥店,粤餐证字2014440605004013,2017-05-06,佛山市南海区大沥镇黄岐白沙兴联北路自编1至5号商铺B座首层西14、15、16、17、18号,小型餐馆 ,23.140589,113.19785,大沥镇,兴联北路
 佛山市南海兴兆饮食店,粤餐证字2014440605004014,2014-11-02,佛山市南海区大沥镇黄岐广佛一路48号佛山市南海区黄岐房地产总公司及佛山市南海区黄岐开发总公司首层10号商铺,中型餐馆 ,23.115357,113.186822,大沥镇,广佛一路
 佛山市南海区西樵玉泉食府,粤餐证字2014440605004017,2017-05-06,佛山市南海区西樵过境公路周家开发区,大型餐馆 ,22.949658,112.976149,西樵镇,庆和街
 佛山市南海区风味庄美食店,粤餐证字2014440605004018,2017-05-06,佛山市南海区狮山镇罗村沙坑云吴村工业区（土名矮岗山塘）承租地皮所建铺位东起第十间至第十二间商铺,小型餐馆 ,23.064609,113.060401,狮山镇,云吴村高街
 佛山市南海区壬辉餐饮店,粤餐证字2014440605004019,2017-05-06,佛山市南海区狮山镇博爱路61号和信广场四层4F03号商铺,中型餐馆 ,23.123785,113.000216,狮山镇,博爱中路辅路
 佛山市宝利美童车有限公司食堂,粤餐证字2014440605004020,2017-05-07,佛山市南海区西樵科技工业园创业大道6号,食堂 ,22.968831,112.924689,西樵镇,S269
 佛山市南海区芋观园甜品店,粤餐证字2014440605004021,2017-05-07,佛山市南海区桂城街道灯湖西路20号保利商业水城店内T104-105,饮品店（甜品店） ,23.062091,113.140815,桂城街道,灯湖西路
 佛山市南海区西樵七叔凉茶店,粤餐证字2014440605004022,2017-05-07,佛山市南海区西樵太平市场南侧兴隆街4号,饮品店 ,22.943409,112.971804,西樵镇,文明路
 佛山市南海区川人川味川菜馆,粤餐证字2014440605004023,2017-05-07,佛山市南海区狮山镇罗村联星北房村新铺（联星工业大道之西8号）,小型餐馆 ,23.062967,113.087411,狮山镇,北房工业区二路
 佛山市南海区松岗唐兵饮食店,粤餐证字2014440605004024,2017-05-07,佛山市南海区狮山镇松岗石塘大道7－8号,小吃店 ,22.849481,113.015068,九江镇,石塘大道
